Date;Load
2018-02-28;7945196420
2018-03-01;7888594560
2018-03-02;7871823350
2018-03-03;6798685920
2018-03-04;6255423390
2018-03-05;7518265070
2018-03-06;7683389030
2018-03-07;7619050330
2018-03-08;7545018170
2018-03-09;7459641580
2018-03-10;6573612090
2018-03-11;6153584400
2018-03-12;7287770050
2018-03-13;7438271280
2018-03-14;7529787020
2018-03-15;7465371130
2018-03-16;7393343720
2018-03-17;6741832410
2018-03-18;6249092130
2018-03-19;7402147180
2018-03-20;7889986410
2018-03-21;7858332430
2018-03-22;7748212840
2018-03-23;7733786050
2018-03-24;6970705760
2018-03-25;6101707280
2018-03-26;7342777420
2018-03-27;7245414930
2018-03-28;6992512950
2018-03-29;6198759620
2018-03-30;5807505970
2018-03-31;5991839640
2018-04-01;5663866010
2018-04-02;6250031610
2018-04-03;6980346520
2018-04-04;7109302890
2018-04-05;6978485330
2018-04-06;7027315920
2018-04-07;6427232290
2018-04-08;5915761610
2018-04-09;7050091370
2018-04-10;7480141390
2018-04-11;7517866690
2018-04-12;7423171430
2018-04-13;7372959660
2018-04-14;6454775570
2018-04-15;5935587750
2018-04-16;6995127680
2018-04-17;6999414650
2018-04-18;6896670750
2018-04-19;6813821070
2018-04-20;6767580970
2018-04-21;6088242570
2018-04-22;5598563470
2018-04-23;6520665230
2018-04-24;6778494200
2018-04-25;6851368960
2018-04-26;6808648680
2018-04-27;6759210950
2018-04-28;6031931520
2018-04-29;5571951370
2018-04-30;6190043840
2018-05-01;5591147830
2018-05-02;6572145120
2018-05-03;6873885050
2018-05-04;6876882180
2018-05-05;6136790870
2018-05-06;5586585590
2018-05-07;6658738040
2018-05-08;6825885420
2018-05-09;6816248780
2018-05-10;6815162370
2018-05-11;6772940740
2018-05-12;6082699680
2018-05-13;5602148610
2018-05-14;6625844410
2018-05-15;6720854860
2018-05-16;6826854620
2018-05-17;6789054770
2018-05-18;6760671460
2018-05-19;6071731760
2018-05-20;5564502640
2018-05-21;6488367570
2018-05-22;6771042460
2018-05-23;6870732510
2018-05-24;6873906420
2018-05-25;6808696080
2018-05-26;6055071410
2018-05-27;5548883530
2018-05-28;6617179200
2018-05-29;6780480450
2018-05-30;6754485200
2018-05-31;6696881400
2018-06-01;6679876740
2018-06-02;6000138930
2018-06-03;5479392340
2018-06-04;6589405970
2018-06-05;6787369630
2018-06-06;6767885240
2018-06-07;6754102310
2018-06-08;6763012380
2018-06-09;6046712390
2018-06-10;5564287630
2018-06-11;6667035300
2018-06-12;6882380340
2018-06-13;6950731780
2018-06-14;6953653340
2018-06-15;6947500440
2018-06-16;6314279830
2018-06-17;5848073950
2018-06-18;7009976630
2018-06-19;7246188770
2018-06-20;7372734120
2018-06-21;7459348060
2018-06-22;7477202790
2018-06-23;6712017540
2018-06-24;6163154910
2018-06-25;7385989480
2018-06-26;7577619200
2018-06-27;7561605040
2018-06-28;7466744830
2018-06-29;7319531450
2018-06-30;6616126260
2018-07-01;6051738340
2018-07-02;7154903090
2018-07-03;7454715510
2018-07-04;7407392650
2018-07-05;7363899010
2018-07-06;7344869710
2018-07-07;6635554580
2018-07-08;6123194760
2018-07-09;7521328080
2018-07-10;7731375750
2018-07-11;7670567060
2018-07-12;7587197170
2018-07-13;7518271150
2018-07-14;6704372160
2018-07-15;6085507570
2018-07-16;7213844390
2018-07-17;7510101280
2018-07-18;7602820370
2018-07-19;7622889360
2018-07-20;7520355630
2018-07-21;6590322450
2018-07-22;5989170000
2018-07-23;7347266440
2018-07-24;7604431010
2018-07-25;7515323840
2018-07-26;7597864060
2018-07-27;7554792680
2018-07-28;6762601060
2018-07-29;6175147550
2018-07-30;7324455170
2018-07-31;7523067610
2018-08-01;7782410370
2018-08-02;7972153990
2018-08-03;8060301090
2018-08-04;7181512160
2018-08-05;6626355940
2018-08-06;7783014940
2018-08-07;7824326020
2018-08-08;7628563720
2018-08-09;7383617740
2018-08-10;7157210140
2018-08-11;6608557140
2018-08-12;6215580000
2018-08-13;6964697770
2018-08-14;6962676550
2018-08-15;6218483790
2018-08-16;6801927420
2018-08-17;6714432620
2018-08-18;6146532020
2018-08-19;5829122860
2018-08-20;6917651180
2018-08-21;7194001420
2018-08-22;7290269200
2018-08-23;7282098340
2018-08-24;7233917350
2018-08-25;6497304800
2018-08-26;6001759860
2018-08-27;7344669470
2018-08-28;7615671640
2018-08-29;7569303240
2018-08-30;7549667320
2018-08-31;7485505690
2018-09-01;6699771710
2018-09-02;6279061100
2018-09-03;7425376740
2018-09-04;7511606960
2018-09-05;7439348560
2018-09-06;7296064030
2018-09-07;7167820470
2018-09-08;6256200240
2018-09-09;5780754200
2018-09-10;6793534010
2018-09-11;6875826410
2018-09-12;7300391820
2018-09-13;7360176710
2018-09-14;7303195670
2018-09-15;6394981280
2018-09-16;5904408590
2018-09-17;7129057140
2018-09-18;7304380320
2018-09-19;7373782150
2018-09-20;7434295810
2018-09-21;7374386230
2018-09-22;6612983730
2018-09-23;6123584200
2018-09-24;7285906230
2018-09-25;7361740010
2018-09-26;7296587690
2018-09-27;7192350540
2018-09-28;7102255500
2018-09-29;6276627220
2018-09-30;5769206080
2018-10-01;6885139460
2018-10-02;6923493510
2018-10-03;6957376140
2018-10-04;6974450320
2018-10-05;6866148630
2018-10-06;6139824920
2018-10-07;5642938860
2018-10-08;6569186410
2018-10-09;6632431430
2018-10-10;6771680170
2018-10-11;6767901180
2018-10-12;5800878700
2018-10-13;5817355680
2018-10-14;5574776760
2018-10-15;6543574290
2018-10-16;6740356520
2018-10-17;6813109140
2018-10-18;6822304810
2018-10-19;6733667250
2018-10-20;5999890380
2018-10-21;5558846480
2018-10-22;6599014460
2018-10-23;6765126940
2018-10-24;6759360250
2018-10-25;6740726890
2018-10-26;6757333540
2018-10-27;6078981630
2018-10-28;5936268500
2018-10-29;7042833400
2018-10-30;7360690640
2018-10-31;7316865610
2018-11-01;6198357190
2018-11-02;6588907770
2018-11-03;6234026420
2018-11-04;5938754430
2018-11-05;7157652680
2018-11-06;7368177970
2018-11-07;7362353790
2018-11-08;7381362490
2018-11-09;7247508040
2018-11-10;6482028880
2018-11-11;5936513560
2018-11-12;7051099090
2018-11-13;7149894790
2018-11-14;7137425900
2018-11-15;7115677930
2018-11-16;7070571360
2018-11-17;6303137320
2018-11-18;5963020720
2018-11-19;7118927260
2018-11-20;7370511050
2018-11-21;7425178870
2018-11-22;7481085770
2018-11-23;7427003160
2018-11-24;6664513210
2018-11-25;6207029250
2018-11-26;7402198670
2018-11-27;7567489780
2018-11-28;7581976970
2018-11-29;7606158340
2018-11-30;7489545260
2018-12-01;6722211650
2018-12-02;6231737910
2018-12-03;7287325550
2018-12-04;7352006650
2018-12-05;7315083460
2018-12-06;6402396680
2018-12-07;6687145670
2018-12-08;6244705490
2018-12-09;6070365010
2018-12-10;7282138770
2018-12-11;7530150390
2018-12-12;7612869890
2018-12-13;7707642600
2018-12-14;7601944580
2018-12-15;6821792840
2018-12-16;6398201030
2018-12-17;7590319520
2018-12-18;7821568390
2018-12-19;7657992190
2018-12-20;7559384480
2018-12-21;7322918290
2018-12-22;6507753640
2018-12-23;6113513160
2018-12-24;6084457730
2018-12-25;5324888770
2018-12-26;6343707750
2018-12-27;6812708330
2018-12-28;6824583730
2018-12-29;6358306150
2018-12-30;6005378100
2018-12-31;6149566240
2019-01-01;5474041920
2019-01-02;7017848040
2019-01-03;7463451690
2019-01-04;7540854590
2019-01-05;6814612720
2019-01-06;6255564730
2019-01-07;7250018270
2019-01-08;8026887930
2019-01-09;8040908140
2019-01-10;8144523590
2019-01-11;8240012480
2019-01-12;7342881070
2019-01-13;6838927390
2019-01-14;7937953200
2019-01-15;8041859090
2019-01-16;8058070020
2019-01-17;8082420050
2019-01-18;8067156240
2019-01-19;7267100140
2019-01-20;6675240660
2019-01-21;7867989100
2019-01-22;8218940650
2019-01-23;8112212580
2019-01-24;7938731340
2019-01-25;7726060710
2019-01-26;6845605680
2019-01-27;6410173080
2019-01-28;7661036260
2019-01-29;7904975720
2019-01-30;7878550120
2019-01-31;7821883550
2019-02-01;7703718670
2019-02-02;6998983630
2019-02-03;6583146260
2019-02-04;7858884010
2019-02-05;7839910360
2019-02-06;7719626960
2019-02-07;7641306940
2019-02-08;7580747620
2019-02-09;6806916140
2019-02-10;6359039350
2019-02-11;7409515310
2019-02-12;7581070690
2019-02-13;7564363470
2019-02-14;7527391580
2019-02-15;7491652010
2019-02-16;6673023320
2019-02-17;6198958300
2019-02-18;7387728410
2019-02-19;7488416360
2019-02-20;7442521910
2019-02-21;7398719800
2019-02-22;7301991180
2019-02-23;6507447150
2019-02-24;6011201070
2019-02-25;7102053800
2019-02-26;7190513460
2019-02-27;7159343290
2019-02-28;7018105890
2019-03-01;7087098000
2019-03-02;6321227710
2019-03-03;5856103780
2019-03-04;6906659410
2019-03-05;7072798240
2019-03-06;7276998880
2019-03-07;7184134400
2019-03-08;7087833410
2019-03-09;6335939870
2019-03-10;5821064630
2019-03-11;6865403660
2019-03-12;7031054240
2019-03-13;7126305720
2019-03-14;7135749970
2019-03-15;6988275360
2019-03-16;6223851050
2019-03-17;5749158220
2019-03-18;6679203030
2019-03-19;6659804570
2019-03-20;7139544940
2019-03-21;7176269550
2019-03-22;7084466740
2019-03-23;6316794510
2019-03-24;5761298500
2019-03-25;6774478010
2019-03-26;6922656790
2019-03-27;6951775440
2019-03-28;6958546920
2019-03-29;6935414260
2019-03-30;6233221710
2019-03-31;5605826160
2019-04-01;6887375990
2019-04-02;7005917200
2019-04-03;7037729820
2019-04-04;7064693820
2019-04-05;7185439840
2019-04-06;6449303560
2019-04-07;5992784040
2019-04-08;7057589620
2019-04-09;7223291550
2019-04-10;7192446220
2019-04-11;7143652380
2019-04-12;6972532060
2019-04-13;6205787970
2019-04-14;5707967890
2019-04-15;6658007210
2019-04-16;6726521270
2019-04-17;6665515320
2019-04-18;5956421420
2019-04-19;5481642960
2019-04-20;5601281310
2019-04-21;5389473650
2019-04-22;5828784580
2019-04-23;6506595190
2019-04-24;6972983060
2019-04-25;6989852920
2019-04-26;6820011190
2019-04-27;6031787170
2019-04-28;5439483940
2019-04-29;6415722050
2019-04-30;6529924620
2019-05-01;5520070050
2019-05-02;6340623620
2019-05-03;6563118020
2019-05-04;5965282550
2019-05-05;5495723410
2019-05-06;6517469670
2019-05-07;6748910220
2019-05-08;6796887430
2019-05-09;6788291470
2019-05-10;6737385960
2019-05-11;6040530970
2019-05-12;5527063180
2019-05-13;6525649650
2019-05-14;6752773860
2019-05-15;6734692530
2019-05-16;6825208260
2019-05-17;6669744560
2019-05-18;5948319530
2019-05-19;5522787110
2019-05-20;6526854860
2019-05-21;6714942400
2019-05-22;6794785500
2019-05-23;6798106100
2019-05-24;6763208480
2019-05-25;6025319080
2019-05-26;5494106540
2019-05-27;6621820110
2019-05-28;6821376250
2019-05-29;6810625660
2019-05-30;6805438210
2019-05-31;6794244420
2019-06-01;6175814560
2019-06-02;5724077920
2019-06-03;6846205700
2019-06-04;7008053980
2019-06-05;6850530050
2019-06-06;6763937970
2019-06-07;6732359820
2019-06-08;6087637020
2019-06-09;5600185840
2019-06-10;6506387690
2019-06-11;6750824260
2019-06-12;6795202970
2019-06-13;6828627630
2019-06-14;6780561170
2019-06-15;6090461290
2019-06-16;5625875620
2019-06-17;6715634520
2019-06-18;6928866290
2019-06-19;6973311670
2019-06-20;6906765100
2019-06-21;6882198830
2019-06-22;6309708600
2019-06-23;5835061700
2019-06-24;6441748710
2019-06-25;7185557150
2019-06-26;7450877600
2019-06-27;7597011440
2019-06-28;7729668570
2019-06-29;7056419850
2019-06-30;6528781420
2019-07-01;7562831180
2019-07-02;7689231830
2019-07-03;7658159270
2019-07-04;7643609000
2019-07-05;7660717950
2019-07-06;6904879850
2019-07-07;6401507820
2019-07-08;7326643980
2019-07-09;7318266360
2019-07-10;7431879400
2019-07-11;7713972480
2019-07-12;7787436760
2019-07-13;6911601600
2019-07-14;6225155690
2019-07-15;7468785690
2019-07-16;7612436780
2019-07-17;7563241080
2019-07-18;7589314680
2019-07-19;7686853570
2019-07-20;6962537370
2019-07-21;6464878790
2019-07-22;7853853500
2019-07-23;8065705860
2019-07-24;8085401270
2019-07-25;7831232630
2019-07-26;7575436240
2019-07-27;6570203000
2019-07-28;5943490430
2019-07-29;7105218320
2019-07-30;7235428930
2019-07-31;7162129400
2019-08-01;7392243570
2019-08-02;7340919970
2019-08-03;6584205950
2019-08-04;6142474020
2019-08-05;7214687760
2019-08-06;7409256640
2019-08-07;7351577550
2019-08-08;7427480410
2019-08-09;7422919340
2019-08-10;6651267350
2019-08-11;6036097700
2019-08-12;6608972900
2019-08-13;6640520420
2019-08-14;6734076860
2019-08-15;6154062120
2019-08-16;6657254620
2019-08-17;6432183130
2019-08-18;6047595350
2019-08-19;6976127710
2019-08-20;6990395130
2019-08-21;6943329470
2019-08-22;6977605300
2019-08-23;6968687310
2019-08-24;6376566740
2019-08-25;5951133790
2019-08-26;7029886350
2019-08-27;7000768360
2019-08-28;7113504370
2019-08-29;7293888720
2019-08-30;7330904700
2019-08-31;6571942700
2019-09-01;6141121070
2019-09-02;7239750500
2019-09-03;7483150760
2019-09-04;7546858020
2019-09-05;7374976740
2019-09-06;7134428550
2019-09-07;6337690890
2019-09-08;5845892570
2019-09-09;6807623340
2019-09-10;6852602440
2019-09-11;6546415740
2019-09-12;6749134570
2019-09-13;6656406740
2019-09-14;5962795040
2019-09-15;5586960440
2019-09-16;6752215160
2019-09-17;6980560160
2019-09-18;7023185010
2019-09-19;7033262860
2019-09-20;6957210110
2019-09-21;6172281760
2019-09-22;5643557700
2019-09-23;6615092830
2019-09-24;6812894640
2019-09-25;6914233610
2019-09-26;6928344950
2019-09-27;6882147000
2019-09-28;6099166210
2019-09-29;5591538020
2019-09-30;6690346980
2019-10-01;6948449130
2019-10-02;6876892170
2019-10-03;6770099260
2019-10-04;6741762410
2019-10-05;6026228950
2019-10-06;5558895070
2019-10-07;6630119660
2019-10-08;6857962080
2019-10-09;6742566250
2019-10-10;6816294590
2019-10-11;6734954000
2019-10-12;5837501710
2019-10-13;5524348920
2019-10-14;6653743430
2019-10-15;6654424380
2019-10-16;6691272550
2019-10-17;6703874960
2019-10-18;6595458410
2019-10-19;5980692250
2019-10-20;5520544580
2019-10-21;6568361640
2019-10-22;6874710690
2019-10-23;6905755370
2019-10-24;6887784680
2019-10-25;6802686300
2019-10-26;6005326180
2019-10-27;5794654870
2019-10-28;6644184360
2019-10-29;6792266340
2019-10-30;6753123690
2019-10-31;6659696600
2019-11-01;5735239800
2019-11-02;5749766390
2019-11-03;5500658740
2019-11-04;6619493670
2019-11-05;6845678140
2019-11-06;6880306030
2019-11-07;6998167310
2019-11-08;7079158770
2019-11-09;6375675710
2019-11-10;5926620820
2019-11-11;7171919340
2019-11-12;7329115740
2019-11-13;7357935530
2019-11-14;7533658730
2019-11-15;7535009010
2019-11-16;6733467280
2019-11-17;6364444960
2019-11-18;7430055480
2019-11-19;7684666810
2019-11-20;7793309110
2019-11-21;7738896570
2019-11-22;7711978610
2019-11-23;6675360920
2019-11-24;6214244480
2019-11-25;7340173720
2019-11-26;7456462860
2019-11-27;7349898510
2019-11-28;7364661380
2019-11-29;7185876730
2019-11-30;6490364190
2019-12-01;6132306070
2019-12-02;7361048310
2019-12-03;7536360450
2019-12-04;7620917870
2019-12-05;7569693130
2019-12-06;6499454390
2019-12-07;6399722860
2019-12-08;6166323660
2019-12-09;6915753220
2019-12-10;7542227520
2019-12-11;7694033450
2019-12-12;7841732650
2019-12-13;7534271930
2019-12-14;6662711640
2019-12-15;6238915600
2019-12-16;7404570450
2019-12-17;7469120260
2019-12-18;7521113360
2019-12-19;7535639130
2019-12-20;7173366820
2019-12-21;6292314410
2019-12-22;5855490310
2019-12-23;6366980750
2019-12-24;5832746750
2019-12-25;5071751480
2019-12-26;5945396520
2019-12-27;6346710120
2019-12-28;6086256800
2019-12-29;5801320510
2019-12-30;6495679070
2019-12-31;6157710770
2020-01-01;5389081770
2020-01-02;6830578870
2020-01-03;7139937490
2020-01-04;6634783940
2020-01-05;6144754300
2020-01-06;5937808000
2020-01-07;7480332070
2020-01-08;7785214130
2020-01-09;7789943830
2020-01-10;7724286510
2020-01-11;6928468840
2020-01-12;6557371830
2020-01-13;7870907250
2020-01-14;8023917260
2020-01-15;7910500510
2020-01-16;7813071280
2020-01-17;7669994200
2020-01-18;6905011470
2020-01-19;6517724450
2020-01-20;8043625020
2020-01-21;8196093190
2020-01-22;7995505620
2020-01-23;7877635940
2020-01-24;7796860360
2020-01-25;6949056310
2020-01-26;6390266700
2020-01-27;7662645420
2020-01-28;7659742820
2020-01-29;7515133050
2020-01-30;7376031230
2020-01-31;7255890170
2020-02-01;6436660930
2020-02-02;5894551110
2020-02-03;6898176270
2020-02-04;7080485900
2020-02-05;7185638810
2020-02-06;7289541600
2020-02-07;7316975680
2020-02-08;6594807040
2020-02-09;6102406190
2020-02-10;7093276470
2020-02-11;7208570040
2020-02-12;7259589040
2020-02-13;7191203690
2020-02-14;7136411480
2020-02-15;6378580060
2020-02-16;5893413800
2020-02-17;6996271420
2020-02-18;7257625660
2020-02-19;7243715090
2020-02-20;7229346200
2020-02-21;7131629640
2020-02-22;6336652180
2020-02-23;5846939720
2020-02-24;6906656930
2020-02-25;7047872740
2020-02-26;7129239290
2020-02-27;7105619970
2020-02-28;6883629420
2020-02-29;6325370200
2020-03-01;5914479920
2020-03-02;7012967980
2020-03-03;7289061790
2020-03-04;7189069170
2020-03-05;7144564360
2020-03-06;7180209740
2020-03-07;6455690000
2020-03-08;5947290010
2020-03-09;7002888080
2020-03-10;7072632120
2020-03-11;7024703520
2020-03-12;6983433500
2020-03-13;6903167810
2020-03-14;6092247470
2020-03-15;5656642070
2020-03-16;6669923650
2020-03-17;6695037760
2020-03-18;6489432480
2020-03-19;6067547400
2020-03-20;6124119880
2020-03-21;5796300260
2020-03-22;5522172420
2020-03-23;6206639550
2020-03-24;6305865310
2020-03-25;6309666400
2020-03-26;6269377410
2020-03-27;6336815800
2020-03-28;5732417900
2020-03-29;5113713750
2020-03-30;5790014390
2020-03-31;5785532380
2020-04-01;5682669900
2020-04-02;5678582980
2020-04-03;5533493040
2020-04-04;5127358580
2020-04-05;4903995480
2020-04-06;5372812030
2020-04-07;5362223050
2020-04-08;5243641830
2020-04-09;5003589210
2020-04-10;4816555610
2020-04-11;4889074700
2020-04-12;4733132840
2020-04-13;5079031660
2020-04-14;5534716610
2020-04-15;5736133460
2020-04-16;5739523980
2020-04-17;5682021570
2020-04-18;5235892950
2020-04-19;4918776080
2020-04-20;5548151130
2020-04-21;5784369500
2020-04-22;5775970790
2020-04-23;5693147450
2020-04-24;5645398120
2020-04-25;5268307350
2020-04-26;4944849430
2020-04-27;5605292380
2020-04-28;5711935460
2020-04-29;5703247180
2020-04-30;5650597820
2020-05-01;4973868380
2020-05-02;5007439760
2020-05-03;4818238530
2020-05-04;5558026390
2020-05-05;5768770170
2020-05-06;5798107860
2020-05-07;5741705770
2020-05-08;5667562310
2020-05-09;5178959800
2020-05-10;4853252180
2020-05-11;5609442050
2020-05-12;5867191610
2020-05-13;5864324200
2020-05-14;5895617230
2020-05-15;5781809530
2020-05-16;5266807410
2020-05-17;4917730030
2020-05-18;5658489210
2020-05-19;5838221580
2020-05-20;5910263790
2020-05-21;5986308770
2020-05-22;6027356800
2020-05-23;5528434440
2020-05-24;5136506430
2020-05-25;5954480500
2020-05-26;6105861390
2020-05-27;6122062580
2020-05-28;6094067430
2020-05-29;6092511620
2020-05-30;5531999860
2020-05-31;5128481720
2020-06-01;5947237660
2020-06-02;6205813920
2020-06-03;6293766190
2020-06-04;6179502590
2020-06-05;6078915100
2020-06-06;5515824020
2020-06-07;5111041180
2020-06-08;5930888500
2020-06-09;6109126630
2020-06-10;6209560810
2020-06-11;6205253240
2020-06-12;6128270810
2020-06-13;5500938060
2020-06-14;5142711300
2020-06-15;6107046870
2020-06-16;6228193680
2020-06-17;6269321540
2020-06-18;6277719740
2020-06-19;6236166790
2020-06-20;5761155790
2020-06-21;5429115460
2020-06-22;6485227650
2020-06-23;6717265970
2020-06-24;6345312260
2020-06-25;6763157690
2020-06-26;6662695390
2020-06-27;6041468560
2020-06-28;5722713070
2020-06-29;6871882230
2020-06-30;7147413200
2020-07-01;7248315050
2020-07-02;7265925320
2020-07-03;6969779650
2020-07-04;6251017000
2020-07-05;5926131570
2020-07-06;7182271740
2020-07-07;7402759690
2020-07-08;7441341640
2020-07-09;7306789860
2020-07-10;7186442540
2020-07-11;6528145490
2020-07-12;5978152320
2020-07-13;7123157300
2020-07-14;7201754560
2020-07-15;7183942940
2020-07-16;7227577990
2020-07-17;7197135990
2020-07-18;6502170390
2020-07-19;6078158130
2020-07-20;7276892640
2020-07-21;7437286270
2020-07-22;7345501120
2020-07-23;7469464480
2020-07-24;7462472260
2020-07-25;6638166190
2020-07-26;6260648030
2020-07-27;7509413520
2020-07-28;7698631300
2020-07-29;7727428140
2020-07-30;7799431320
2020-07-31;7646293490
2020-08-01;6946939240
2020-08-02;6330925760
2020-08-03;7038568110
2020-08-04;7085060590
2020-08-05;7216170900
2020-08-06;7335359570
2020-08-07;7325476500
2020-08-08;6601081180
2020-08-09;6187361130
2020-08-10;6944234660
2020-08-11;6903328260
2020-08-12;6683443240
2020-08-13;6718877620
2020-08-14;6665331350
2020-08-15;5904910800
2020-08-16;5525429490
2020-08-17;6405321790
2020-08-18;6650658920
2020-08-19;6815636330
2020-08-20;6853667890
2020-08-21;6938721060
2020-08-22;6335439010
2020-08-23;5855323840
2020-08-24;6900259490
2020-08-25;7285400900
2020-08-26;7464646260
2020-08-27;7518905610
2020-08-28;7283048350
2020-08-29;5960896770
2020-08-30;5373145040
2020-08-31;6404864670
2020-09-01;6607981970
2020-09-02;6720116060
2020-09-03;6797591000
2020-09-04;6854291810
2020-09-05;6164886340
2020-09-06;5693935090
2020-09-07;6587253870
2020-09-08;6606402460
2020-09-09;6788994330
2020-09-10;6824577470
2020-09-11;6595604230
2020-09-12;6125191270
2020-09-13;5711826500
2020-09-14;6803334950
2020-09-15;7013626880
2020-09-16;7121543730
2020-09-17;7014504630
2020-09-18;6751858180
2020-09-19;5911091200
2020-09-20;5404412020
2020-09-21;6451260520
2020-09-22;6654469490
2020-09-23;6739700580
2020-09-24;6742235700
2020-09-25;6539536430
2020-09-26;5794516690
2020-09-27;5365341590
2020-09-28;6306176060
2020-09-29;6506419330
2020-09-30;6546770190
2020-10-01;6644147170
2020-10-02;6621575790
2020-10-03;5784616620
2020-10-04;5399448440
2020-10-05;6381282600
2020-10-06;6555946210
2020-10-07;6636014010
2020-10-08;6630232690
2020-10-09;6437714580
2020-10-10;5805532270
2020-10-11;5321193720
2020-10-12;5380495580
2020-10-13;6377464320
2020-10-14;6668229070
2020-10-15;6737337140
2020-10-16;6682422340
2020-10-17;5982975030
2020-10-18;5516074680
2020-10-19;6514117040
2020-10-20;6755926000
2020-10-21;6713715350
2020-10-22;6751853390
2020-10-23;6621458220
2020-10-24;5926748130
2020-10-25;5741249740
2020-10-26;6548143460
2020-10-27;6796096220
2020-10-28;6806086170
2020-10-29;6800155460
2020-10-30;6693769400
2020-10-31;5946621370
2020-11-01;5434464100
2020-11-02;6119359830
2020-11-03;6707904030
2020-11-04;6931352100
2020-11-05;6893017540
2020-11-06;6751280620
2020-11-07;6014090830
2020-11-08;5541104860
2020-11-09;6531546230
2020-11-10;6763810080
2020-11-11;6827005400
2020-11-12;6821460710
2020-11-13;6775761130
2020-11-14;6076847400
2020-11-15;5541758430
2020-11-16;6577908110
2020-11-17;6771934830
2020-11-18;6822154990
2020-11-19;6825366320
2020-11-20;6808181440
2020-11-21;6109298580
2020-11-22;5735610020
2020-11-23;6918525840
2020-11-24;7206884010
2020-11-25;7286097410
2020-11-26;7301608480
2020-11-27;7154274170
2020-11-28;6329987180
2020-11-29;5913530130
2020-11-30;7011475650
2020-12-01;7171545820
2020-12-02;7310638720
2020-12-03;7467022780
2020-12-04;7528870030
2020-12-05;6871867200
2020-12-06;6420174820
2020-12-07;6774417430
2020-12-08;6586236530
2020-12-09;7658769700
2020-12-10;7695481570
2020-12-11;7458343580
2020-12-12;6512223050
2020-12-13;6104860480
2020-12-14;7222395420
2020-12-15;7296729080
2020-12-16;7431900520
2020-12-17;7413944140
2020-12-18;7394746260
2020-12-19;6629064050
2020-12-20;6128212200
2020-12-21;7131527710
2020-12-22;7126480790
2020-12-23;6903069540
2020-12-24;6065136740
2020-12-25;5373004760
2020-12-26;5997503650
2020-12-27;6108945950
2020-12-28;6858501460
2020-12-29;6936082350
2020-12-30;6953856440
2020-12-31;6490150610
2021-01-01;5738870600
2021-01-02;6428563210
2021-01-03;6475744990
2021-01-04;7533875050
2021-01-05;7664453890
2021-01-06;6638874830
2021-01-07;8130417710
2021-01-08;8309134210
2021-01-09;7351902280
2021-01-10;6996753080
2021-01-11;8111365290
2021-01-12;8346261110
2021-01-13;8346946780
2021-01-14;8335136180
2021-01-15;8196290840
2021-01-16;7280811620
2021-01-17;6744021770
2021-01-18;7891984320
2021-01-19;8076664320
2021-01-20;8125063140
2021-01-21;7802713050
2021-01-22;7575912000
2021-01-23;6847498870
2021-01-24;6225307620
2021-01-25;7386809000
2021-01-26;7340627460
2021-01-27;7171347820
2021-01-28;7085986380
2021-01-29;6983021340
2021-01-30;6390071600
2021-01-31;6002646590
2021-02-01;6909025260
2021-02-02;7083512160
2021-02-03;7091061800
2021-02-04;7068797220
2021-02-05;7069657870
2021-02-06;6399177240
2021-02-07;6031453330
2021-02-08;7218283730
2021-02-09;7533266250
2021-02-10;7322293540
2021-02-11;7225032480
2021-02-12;7095139730
2021-02-13;6307418580
2021-02-14;5952136980
2021-02-15;7076722180
2021-02-16;7163660310
2021-02-17;7167290890
2021-02-18;7193807370
2021-02-19;7135846450
2021-02-20;6344998160
2021-02-21;6050998390
2021-02-22;7078768120
2021-02-23;7154064860
2021-02-24;7121315530
2021-02-25;7095159260
2021-02-26;7048538030
2021-02-27;6307454580
2021-02-28;5891741610
2021-03-01;6963923700
2021-03-02;7139783220
2021-03-03;7086913000
2021-03-04;7044720080
2021-03-05;7001593400
2021-03-06;6248006630
2021-03-07;5903713480
2021-03-08;7063928220
2021-03-09;7224244730
2021-03-10;7150110900
2021-03-11;7038052270
2021-03-12;6940028680
2021-03-13;6131415080
2021-03-14;5750458710
2021-03-15;6842219180
2021-03-16;6967016440
2021-03-17;6945081580
2021-03-18;7056427560
2021-03-19;6689857220
2021-03-20;6347666750
2021-03-21;5964335200
2021-03-22;6983996690
2021-03-23;7032025320
2021-03-24;6957992580
2021-03-25;6905763990
2021-03-26;6840317900
2021-03-27;6149205480
2021-03-28;5413416290
2021-03-29;6567406320
2021-03-30;6605840350
2021-03-31;6451555110
2021-04-01;5711628580
2021-04-02;5270914360
2021-04-03;5458202280
2021-04-04;5206333660
2021-04-05;5708760960
2021-04-06;6445581910
2021-04-07;6712055480
2021-04-08;6755767570
2021-04-09;6774710680
2021-04-10;6072764740
2021-04-11;5625852240
2021-04-12;6576815900
2021-04-13;6819262530
2021-04-14;6809491810
2021-04-15;6860912740
2021-04-16;6780353130
2021-04-17;6085415960
2021-04-18;5613690650
2021-04-19;6627325300
2021-04-20;6745282980
2021-04-21;6753222050
2021-04-22;6776210220
2021-04-23;6502383590
2021-04-24;5873042920
2021-04-25;5538786910
2021-04-26;6547034590
2021-04-27;6682999840
2021-04-28;6636946990
2021-04-29;6634891810
2021-04-30;6547295090
2021-05-01;5462635550
2021-05-02;5286336390
2021-05-03;6338411440
2021-05-04;6556990650
2021-05-05;6561893990
2021-05-06;6546048970
2021-05-07;6469985090
2021-05-08;5804911660
